tx	padj	cluster	direction	prot	product	ko	Uniprot_ID	Human_ortholog	Ortholog_names	7	8	9	10	11	12
XM_005112923.2	0.209417959401119	NA	NA	XP_005112980.1	RNA binding protein fox-1 homolog 2-like isoform X1	K14946	F8VR27	RBFOX1	RNA-binding protein fox-1 homolog 1 (Fragment)	3.25735113513672	3.36929801410219	3.56300894858067	3.01814653865598	3.04329322782477	2.87086317405198
XM_005112925.2	0.999745604230723	NA	NA	XP_005112982.1	RNA binding protein fox-1 homolog 2-like isoform X1	K14946	F8VR27	RBFOX1	RNA-binding protein fox-1 homolog 1 (Fragment)	2.09443881084841	1.08825694733379	1.28781260131845	1.83601731641831	1.78031966070381	1.13071092092113
XM_013090767.1	0.0463744414983922	NA	NA	XP_012946221.1	kinetochore protein Spc24-like		Q8NBT2	SPC24 SPBC24	Kinetochore protein Spc24 (hSpc24)	2.96321962039408	2.93887627957268	3.13754201633529	2.85131076864987	2.35718063305392	2.48239555514814
XM_013090768.1	0.424366920103583	NA	NA	NA	NA	NA	NA	NA	NA	1.09490715132447	0.936917807241545	1.3895164578172	1.06286645776995	1.40566305436782	1.32280437471903
XM_005112935.2	0.337730529426647	NA	NA	XP_005112992.2	ubiquitin-protein ligase E3B-like	K10588	Q7Z3V4	UBE3B	Ubiquitin-protein ligase E3B (EC 2.3.2.26) (HECT-type ubiquitin transferase E3B)	2.20264738782411	2.11561113595848	2.04572163624659	2.0749527370426	2.18149605530077	1.8008766407458
XM_005112931.2	0.565173811131287	NA	NA	XP_005112988.1	39S ribosomal protein L18, mitochondrial-like	K02881	Q9H0U6	MRPL18 HSPC071	39S ribosomal protein L18, mitochondrial (L18mt) (MRP-L18) (Mitochondrial large ribosomal subunit protein uL18m)	4.63006107456429	4.76960037533669	4.40953621485466	4.55693000611417	4.37580796377925	4.45904996630588
XM_005112937.2	0.461243488542987	NA	NA	XP_005112994.1	tripartite motif-containing protein 2-like		Q9C040	TRIM2 KIAA0517 RNF86	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING finger protein 86) (RING-type E3 ubiquitin transferase TRIM2)	2.14800665930983	2.0326051294751	2.33530693121693	1.68309258016777	2.10119584397139	2.13962772178098
XR_001185478.1	0.117161641374336	NA	NA	NA	NA	NA	NA	NA	NA	2.11080627982949	2.11082110775273	2.07505443648412	1.91683300306964	1.8146381114402	1.7798974117421
XM_013090775.1	0.670378555892395	NA	NA	XP_012946229.1	tyrosine-protein kinase Fer-like	K08889	P16591	FER TYK3	Tyrosine-protein kinase Fer (EC 2.7.10.2) (Feline encephalitis virus-related kinase FER) (Fujinami poultry sarcoma/Feline sarcoma-related protein Fer) (Proto-oncogene c-Fer) (Tyrosine kinase 3) (p94-Fer)	1.37440660613028	1.10737519698321	1.15469661599902	1.0699170036581	1.35586493396648	1.12747633731658
XM_013090776.1	0.0833551264667075	NA	NA	XP_012946230.1	zinc finger A20 and AN1 domain-containing stress-associated protein 6-like		Q6FIF0	ZFAND6 AWP1 ZA20D3 HT032	AN1-type zinc finger protein 6 (Associated with PRK1 protein) (Zinc finger A20 domain-containing protein 3)	5.17597405838146	5.2245410341639	5.42080993514469	5.10215939033278	4.99397102199515	5.06763675758258
XM_013090778.1	6.46775882172531e-06	B3	DOWN	XP_012946232.1	1,4-alpha-glucan-branching enzyme-like	K00700	Q04446	GBE1	1,4-alpha-glucan-branching enzyme (EC 2.4.1.18) (Brancher enzyme) (Glycogen-branching enzyme)	4.60291978870068	4.66333730969467	4.84045771697666	4.23432562518132	3.9388561143935	3.67726665548947
XM_005112944.2	0.125347363798414	NA	NA	XP_005113001.2	uncharacterized protein LOC101849987		P21579	SYT1 SVP65 SYT	Synaptotagmin-1 (Synaptotagmin I) (SytI) (p65)	3.8228131022134	3.70350451277815	3.8877854694259	3.26542545104214	3.58017442907339	3.48518091560357
XM_013090779.1	1.24267471112198e-06	B3	DOWN	NA	NA	NA	NA	NA	NA	4.91035826728284	5.12689106458585	5.21639631743269	4.52790250174243	4.36476805873508	4.20186492061387
XM_005112946.2	0.0126079583849496	NA	NA	XP_005113003.1	elongation factor 1-alpha	K03231	P68104	EEF1A1 EEF1A EF1A LENG7	Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1) (Leukocyte receptor cluster member 7)	13.258858119971	13.1725118822263	12.8503348157488	13.1470621557393	13.1647689808345	13.2932252167173
XM_005112947.1	0.00241875921698044	B1	UP	XP_005113004.1	elongation factor 1-alpha	K03231	P68104	EEF1A1 EEF1A EF1A LENG7	Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1) (Leukocyte receptor cluster member 7)	4.27778547813792	4.16390001579745	4.37356295058493	4.86877044636406	5.0777632641012	5.41272093040071
XM_005112956.2	0.000952317368695075	B2	UP	XP_005113013.2	monocarboxylate transporter 12-like	K11810	Q6ZSM3	SLC16A12 MCT12	Monocarboxylate transporter 12 (MCT 12) (Creatine transporter 2) (CRT2) (Solute carrier family 16 member 12)	4.65568622323157	4.36188980871459	4.57976411355956	5.65094286707865	5.43383990670439	5.9991852754489
XM_005112958.2	0.00218861237202985	NA	NA	XP_005113015.1	uncharacterized protein C7orf43 homolog		Q8WVR3	C7orf43	Uncharacterized protein C7orf43	1.39981162321968	1.37004517305444	1.32931348924903	0.821262261264283	0.970894723336448	0.980191611860628
XM_013090782.1	0.11732903532	NA	NA	XP_012946236.1	cubilin-like		O60494	CUBN IFCR	Cubilin (460 kDa receptor) (Intestinal intrinsic factor receptor) (Intrinsic factor-cobalamin receptor) (Intrinsic factor-vitamin B12 receptor)	1.47161772028439	1.54233806915811	1.67158913784529	1.04887428959982	1.39734015758628	1.22110572810175
XM_013090783.1	0.574338874556938	NA	NA	XP_012946237.1	talin-1-like	K06271	H0YMT1	TLN2	Talin-2 (Fragment)	6.47846328610761	6.65281579753112	6.24175093687122	6.53659345161636	6.44725978717215	6.66538691265766
XM_013090784.1	0.141957834833198	NA	NA	XP_012946238.1	uncharacterized protein LOC101853520		A0A0A0MT83	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	2.89965451958629	2.74370487063648	2.72872048480826	2.5146466987409	2.48216526438565	2.37479481743724
XR_001185479.1	0.354197919168869	NA	NA	NA	NA	NA	NA	NA	NA	2.49653443901288	2.80920397109825	2.6044979961484	2.27224887942343	2.42258535889456	2.1763649740028
XM_005112968.2	0.00769907697225577	NA	NA	NA	NA	NA	NA	NA	NA	1.59749107443596	1.46427643588299	2.04097147057947	1.94114314141725	1.98085219929217	2.37434562288505
XM_005112971.2	0.017917395063456	NA	NA	XP_005113028.2	leukotriene-B4 omega-hydroxylase 3-like		Q6NT55	CYP4F22	Cytochrome P450 4F22 (EC 1.14.14.-)	2.98461810198811	2.96076514310322	3.20645550185104	2.81712172855593	2.72249811312133	2.01998100686664
XM_005112969.2	0.998606308991188	NA	NA	NA	NA	NA	NA	NA	NA	1.82354079071724	1.7834750863308	1.64152413219139	1.7535635569396	1.72033259646454	1.80578427810826
XM_005112972.2	0.467501571210575	NA	NA	XP_005113029.1	mitochondrial ubiquitin ligase activator of nfkb 1-A-like	K15688	Q969V5	MUL1 C1orf166 GIDE MAPL MULAN RNF218	Mitochondrial ubiquitin ligase activator of NFKB 1 (EC 2.3.2.27) (E3 SUMO-protein ligase MUL1) (E3 ubiquitin-protein ligase MUL1) (Growth inhibition and death E3 ligase) (Mitochondrial-anchored protein ligase) (MAPL) (Putative NF-kappa-B-activating protein 266) (RING finger protein 218) (RING-type E3 ubiquitin transferase NFKB 1)	1.91180311672989	1.92831491052977	2.24923846010688	1.82252143742509	1.94098607812909	1.78879389731326
XM_005112973.2	0.0252854575962123	NA	NA	XP_005113030.1	major egg antigen-like		A0A140G945	CRYAA2 CRYAA	Alpha-crystallin A2 chain [Cleaved into: Alpha-crystallin A2(1-172), Alpha-crystallin A2(1-168), Alpha-crystallin A2(1-162)]	7.90519105558927	8.03994619244523	7.94870145433018	7.73374922255527	7.63004311796592	7.61397911960873
XM_005112974.2	0.56483657710301	NA	NA	NA	NA	NA	NA	NA	NA	3.66700309563392	3.73187429315631	3.67143375585148	3.53022458301164	3.39102707133016	3.35889407643591
XM_005112975.2	0.0222539244164275	NA	NA	XP_005113032.1	40S ribosomal protein S11	K02949	P62280	RPS11	40S ribosomal protein S11 (Small ribosomal subunit protein uS17)	11.1907097802032	11.2151391163111	10.9886546293453	11.2668592902767	11.3693383526699	11.4023506172746
NM_001204500.1	0.496193643715347	NA	NA	NA	NA	NA	NA	NA	NA	12.9686675942146	12.8004641444976	12.7809653566107	13.2253022105675	13.3774937017049	13.1730914324041
XM_013090791.1	0.605670841518898	NA	NA	XP_012946245.1	solute carrier family 52, riboflavin transporter, member 3-B-like	K14620	Q9NQ40	SLC52A3 C20orf54 RFT2 RFVT3	Solute carrier family 52, riboflavin transporter, member 3 (Riboflavin transporter 2) (hRFT2)	1.4223126226431	1.46823206120291	1.66143915404084	1.24466278353683	1.48087013512098	1.31309663184908
XM_013090793.1	0.114428901779483	NA	NA	XP_012946247.1	uncharacterized protein LOC101857540	K02296	O15516	CLOCK BHLHE8 KIAA0334	Circadian locomoter output cycles protein kaput (hCLOCK) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 8) (bHLHe8)	2.06443095012937	1.9857712559221	2.12939589472459	1.73379796337857	1.86926570463952	1.84595788891307
XM_013090795.1	0.573992748134045	NA	NA	XP_012946249.1	axin-1-like	K02157	O15169	AXIN1 AXIN	Axin-1 (Axis inhibition protein 1) (hAxin)	2.95327662086408	2.82550435587381	2.95098965005559	2.68204727895523	2.68614758219672	2.82356381757057
XM_005112983.2	0.0718909148707037	NA	NA	XP_005113040.2	small conductance calcium-activated potassium channel protein 2-like	K04944	A0A087WYJ0	KCNN3	Small conductance calcium-activated potassium channel protein 3	3.85317460737464	4.02806369139298	3.77364985758062	3.20914939290159	3.47847534759466	3.18266245231028
XM_005112984.2	0.119336622588186	NA	NA	XP_005113041.2	TRAF3-interacting protein 1-like	K19680	Q8TDR0	TRAF3IP1 IFT54 MIPT3	TRAF3-interacting protein 1 (Interleukin-13 receptor alpha 1-binding protein 1) (Intraflagellar transport protein 54 homolog) (Microtubule-interacting protein associated with TRAF3) (MIP-T3)	1.40315565703286	1.34021821360033	1.51819803367315	1.15684607510409	1.15512597440799	1.10530380983389
XM_005112985.2	0.332991760391451	NA	NA	XP_005113042.2	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-A-like	K00731	Q9NS00	C1GALT1	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 (EC 2.4.1.122) (B3Gal-T8) (Core 1 O-glycan T-synthase) (Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1) (Beta-1,3-galactosyltransferase) (Core 1 beta1,3-galactosyltransferase 1) (C1GalT1) (Core 1 beta3-Gal-T1)	3.0715216412268	3.26634419028447	3.07809082354519	2.72305173235409	2.8354228090181	2.8691450294131
XR_221251.2	0.898094504067338	NA	NA	NA	NA	NA	NA	NA	NA	1.60652386668464	1.70432701622339	1.73087233690018	1.6050580812054	1.70327932807476	1.4959282110173
XM_005112988.2	0.16326157785322	NA	NA	XP_005113045.2	myotubularin-related protein 9-like	K18084	Q96QG7	MTMR9 C8orf9 MTMR8	Myotubularin-related protein 9	4.48293402035023	4.31846299405167	4.2654178995614	4.20624697440197	3.9402712014137	3.89232147887808
XM_013090801.1	0.763187715609819	NA	NA	NA	NA	NA	NA	NA	NA	1.43709717470161	1.5875120284712	1.57410724379423	1.18516770558265	1.8441729156919	1.61490166246613
XM_005112997.2	0.859512190394875	NA	NA	XP_005113054.1	rap guanine nucleotide exchange factor 4-like	K04351	B7Z278	RAPGEF4	cDNA FLJ50956, highly similar to Rap guanine nucleotide exchange factor 4	4.36613187483707	4.49424711149951	4.27169611938467	4.27733290818994	4.08338743983617	4.05046586219477
XM_005112998.2	0.207004228715707	NA	NA	XP_005113055.1	adenosine receptor A3-like		P29274	ADORA2A ADORA2	Adenosine receptor A2a	1.23702060999514	1.64412753221527	1.72397755279737	1.01777792919491	1.33802099811127	1.02330896487925
XM_013090804.1	0.796704232808571	NA	NA	XP_012946258.1	dnaJ homolog subfamily C member 9-like	K09529	Q8WXX5	DNAJC9	DnaJ homolog subfamily C member 9 (HDJC9) (DnaJ protein SB73)	3.5759707413861	3.55607378156295	3.57490846693141	3.50849119305735	3.190736782692	3.4318503938083
XM_013090806.1	0.823493801574356	NA	NA	XP_012946260.1	ADP-ribosylation factor 4-like	K07939	P84085	ARF5	ADP-ribosylation factor 5	3.86461856424104	4.1459107942112	4.00367534166165	3.76542722969034	3.88727665799218	3.97607178905202
XM_005113008.2	0.259792345876899	NA	NA	XP_005113065.2	tripartite motif-containing protein 2-like	K11997	Q9C040	TRIM2 KIAA0517 RNF86	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING finger protein 86) (RING-type E3 ubiquitin transferase TRIM2)	3.94087201035757	3.90687039951187	3.91024270688619	3.52140633412216	3.67795008338707	3.41100344925557
XM_013090811.1	0.00111907621640001	NA	NA	XP_012946265.1	synaptic vesicle glycoprotein 2C-like	K06258	Q7L0J3	SV2A KIAA0736 PSEC0174	Synaptic vesicle glycoprotein 2A	1.80179205398431	1.95378956091341	1.96149397488518	1.80757109329595	2.01977325515413	2.26955530633971
XR_001185486.1	0.0290130439195213	NA	NA	NA	NA	NA	NA	NA	NA	6.20533181749822	6.313732804924	6.26461282067103	5.97055785805616	5.94982192660154	5.80035865035048
XM_005113013.2	0.00419899434910595	B3	DOWN	XP_005113070.1	ras-related protein Rab-14 isoform X1	K07881	P61106	RAB14	Ras-related protein Rab-14	5.20693696933869	5.2313005187533	5.36948876470459	4.74721991727675	4.98294313914727	4.750394082883
XM_005113014.2	0.997196916141908	NA	NA	XP_005113071.1	protein catecholamines up-like	K14713	Q92504	SLC39A7 HKE4 RING5	Zinc transporter SLC39A7 (Histidine-rich membrane protein Ke4) (Really interesting new gene 5 protein) (Solute carrier family 39 member 7) (Zrt-, Irt-like protein 7) (ZIP7)	2.91053973355778	2.83363692193862	2.83128367165466	2.98107527548985	2.85881842225418	2.92379624240582
XM_013090815.1	0.942524814764149	NA	NA	XP_012946269.1	ankyrin-3-like		Q7Z6G8	ANKS1B	Ankyrin repeat and sterile alpha motif domain-containing protein 1B (Amyloid-beta protein intracellular domain-associated protein 1) (AIDA-1) (E2A-PBX1-associated protein) (EB-1)	1.37071501634484	1.37623930204067	1.28544614495254	1.33399109337436	1.30075682326539	1.44999461196021
NM_001204677.1	0.650744430558255	NA	NA	NP_001191606.1	octopamine receptor	K22790	P21728	DRD1	D(1A) dopamine receptor (Dopamine D1 receptor)	1.96791864567518	1.7609866288334	1.93196653377079	1.44238488768461	1.66118321755966	1.5528541034163
XM_005113017.2	1.93342063839551e-07	B4	DOWN	XP_005113074.1	uncharacterized protein LOC101849429		Q8NBH2	KY	Kyphoscoliosis peptidase (EC 3.4.-.-)	9.86516337926511	9.87079837499948	9.69960531673369	9.35652840679509	9.19880143724627	8.98747475131386
XM_005113018.2	0.0731092223299871	NA	NA	XP_005113075.1	uncharacterized protein LOC101849429		Q8NBH2	KY	Kyphoscoliosis peptidase (EC 3.4.-.-)	4.2222283627692	4.16507341361529	3.53786713018563	3.7824686853243	3.16626539311967	3.60315405161941
XM_005113021.2	0.879857392991906	NA	NA	XP_005113078.2	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase-like	K00726	P26572	MGAT1 GGNT1 GLCT1 GLYT1 MGAT	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.101) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I) (GNT-I) (GlcNAc-T I)	2.06379214939183	2.22889245520024	2.02686960524822	2.17403636406479	2.51271441591895	1.86974266852411
XM_013090818.1	0.0638060976323432	NA	NA	XP_012946272.1	uncharacterized protein LOC101851174		Q8N8U9	BMPER KIAA1965	BMP-binding endothelial regulator protein (Bone morphogenetic protein-binding endothelial cell precursor-derived regulator) (Protein crossveinless-2) (hCV2)	2.60094345946891	3.1470064680003	3.02387063924329	1.75810797498021	2.19743706724354	1.77013160762987
XM_013090819.1	0.000480061661583004	B2	UP	XP_012946273.1	protein MAK16 homolog	K14831	Q9BXY0	MAK16 RBM13	Protein MAK16 homolog (NNP78) (Protein RBM13)	4.68094163690846	4.54164170777296	4.3577447726906	4.92749249352637	4.90878134685789	4.97973392617808
XM_013090829.1	0.743634335823014	NA	NA	XP_012946283.1	voltage-dependent calcium channel type A subunit alpha-1		A0A1B0GUS3	CACNA1A	Voltage-dependent P/Q-type calcium channel subunit alpha	2.50004825264667	2.39839659699796	2.45763746386444	2.25432429277039	2.60720714385361	2.51640622191111
XM_005113034.2	0.400299627461754	NA	NA	XP_005113091.2	tropinone reductase 1-like		Q9BTZ2	DHRS4 SDR25C2 UNQ851/PRO1800	Dehydrogenase/reductase SDR family member 4 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase/NADP-retinol dehydrogenase) (CR) (PHCR) (NADPH-dependent retinol dehydrogenase/reductase) (NRDR) (humNRDR) (Peroxisomal short-chain alcohol dehydrogenase) (PSCD) (SCAD-SRL) (Short chain dehydrogenase/reductase family 25C member 2) (Short-chain dehydrogenase/reductase family member 4)	5.48781685916168	5.51950233126543	5.91732279952765	4.91878243950651	4.94725892510537	4.94255376842747
XM_013090832.1	0.0122047730099789	NA	NA	XP_012946286.1	angiopoietin-4-like	K06252	A3KFJ8	FIBCD1	Fibrinogen C domain-containing protein 1	1.33814390572752	1.36553461050369	1.68310387680151	1.82660638590751	1.8831479065346	1.9086365137153
XR_001185487.1	0.660215894205386	NA	NA	NA	NA	NA	NA	NA	NA	2.47610251577591	2.56368048921892	3.04451718848369	2.85531767042739	2.87682745899914	3.10578063333049
XM_013090834.1	0.806496338090053	NA	NA	XP_012946288.1	uncharacterized protein LOC101853907		Q9NZN3	EHD3 EHD2 PAST3	EH domain-containing protein 3 (PAST homolog 3)	7.80632169268826	7.80011966361264	7.81241026290758	7.88452568050583	7.77668327931562	7.69135779505149
XM_013090835.1	0.0533670657914735	NA	NA	XP_012946289.1	beta-arrestin-1-like	K04439	P49407	ARRB1 ARR1	Beta-arrestin-1 (Arrestin beta-1) (Non-visual arrestin-2)	3.03673296900405	3.00121844973112	2.77111280542685	2.30926066730798	2.42348383743768	2.26302829782887
XM_005113037.2	0.895076292816035	NA	NA	NA	NA	NA	NA	NA	NA	1.47150967750663	1.39036687049973	1.35308213932471	1.38938803541453	1.44648651890104	1.44982706135584
XM_005113039.2	0.132539098092031	NA	NA	XP_005113096.1	protein SET-like isoform X2	K11290	A0A0C4DFV9	SET	Protein SET	1.73106745125009	1.37067807049412	1.05112880609603	1.87783530996212	0.603851679920543	1.47201012519684
XM_005113038.2	0.00215939735670414	NA	NA	XP_005113095.1	protein SET-like isoform X1	K11290	A0A0C4DFV9	SET	Protein SET	5.8277608535554	5.65226790064672	5.57423676497113	5.93494063154111	5.84801451822401	5.88424656592284
XR_001185488.1	0.312866555757416	NA	NA	NA	NA	NA	NA	NA	NA	4.04289394196235	4.28629276340411	4.39700095948108	4.99779248251393	4.61050507677006	5.09456425679484
XM_005113041.2	0.872787036550445	NA	NA	XP_005113098.1	nuclear pore complex protein Nup88-like	K14318	Q99567	NUP88	Nuclear pore complex protein Nup88 (88 kDa nucleoporin) (Nucleoporin Nup88)	2.9378987956599	1.95730024459714	3.02576149630829	3.59813072975048	1.99711799538101	2.88912667296428
XM_013090840.1	0.677224731766042	NA	NA	XP_012946294.1	E3 ubiquitin-protein ligase AMFR-like	K10636	Q9UKV5	AMFR RNF45	E3 ubiquitin-protein ligase AMFR (EC 2.3.2.27) (Autocrine motility factor receptor) (AMF receptor) (RING finger protein 45) (RING-type E3 ubiquitin transferase AMFR) (gp78)	2.04214075646939	2.02691528790317	2.03657313778868	2.19688597108415	2.18280376003734	2.32541728856159
XM_005113043.2	0.159767173531638	NA	NA	XP_005113100.1	uncharacterized protein LOC101855769		P10073	ZSCAN22 HKR2 ZNF50	Zinc finger and SCAN domain-containing protein 22 (Krueppel-related zinc finger protein 2) (Protein HKR2) (Zinc finger protein 50)	1.04512929349499	1.01888460638636	1.05770309659003	0.931476579471462	1.12956924230757	1.12249155297003
XM_005113045.2	0.144066887420759	NA	NA	XP_005113102.1	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1-like	K12668	P61803	DAD1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 (Oligosaccharyl transferase subunit DAD1) (Defender against cell death 1) (DAD-1)	7.9217107386932	8.01642438422259	7.89034764993389	8.05538892384052	8.2046380921952	8.05912389197259
XM_013090841.1	0.0624208589922842	NA	NA	NA	NA	NA	NA	NA	NA	1.58352229325762	1.62728741969042	1.80690417957207	1.2010063436708	1.47736440461047	1.18595101442963
XM_013090844.1	0.973892531498033	NA	NA	NA	NA	NA	NA	NA	NA	3.74418557042462	3.86854497013672	3.46507899432754	3.70135398968905	3.80022189162952	3.69204501895419
XM_005113052.2	0.582769691863829	NA	NA	NA	NA	NA	NA	NA	NA	4.28597542435756	5.42070260654164	2.88224562250523	7.06985389489722	7.25702805688928	5.53032476677224
XR_001185490.1	0.47731627407468	NA	NA	NA	NA	NA	NA	NA	NA	8.26853766772313	8.20838848362513	7.88777111479479	8.5166954084386	8.82962219141933	8.60537688041138
XM_013090852.1	0.624016052945135	NA	NA	XP_012946306.1	piezo-type mechanosensitive ion channel component 1-like	K22128	E7EVM7	PIEZO2	Piezo-type mechanosensitive ion channel component	1.66019883043082	1.67140707874174	1.68117724076975	1.58776317567782	1.98035411002613	1.82726371225169
XM_005113059.2	0.136574834988957	NA	NA	XP_005113116.1	GTPase IMAP family member 4-like		Q8WWP7	GIMAP1 IMAP1	GTPase IMAP family member 1 (Immunity-associated protein 1) (hIMAP1)	2.11651958188489	1.68226719413435	1.95379014718924	2.70701058640918	2.61815041278843	2.91585803400872
XM_013090854.1	0.0299459803234718	NA	NA	XP_012946308.1	proteasome maturation protein-like	K11599	Q9Y244	POMP C13orf12 UMP1 HSPC014 HSPC036 PNAS-110	Proteasome maturation protein (Proteassemblin) (Protein UMP1 homolog) (hUMP1) (Voltage-gated K channel beta subunit 4.1)	7.76089793061489	7.75124089253642	7.461416177597	7.92847754275578	7.88054348657229	7.69355870710463
XM_013090855.1	0.224376373241299	NA	NA	XP_012946309.1	serine/threonine-protein kinase WNK1-like	K08867	A6PVV2	WNK2	Serine/threonine-protein kinase WNK2 (Fragment)	4.40129583459341	4.32536079083959	4.58320732344497	4.32749227182384	4.38688472556694	4.36592955374138
XR_221258.2	0.632729326937573	NA	NA	NA	NA	NA	NA	NA	NA	1.26547900456569	1.39621706035369	1.38210873189493	1.78387306113381	1.33189903750741	1.50006875744101
XM_013090856.1	0.188464068030644	NA	NA	NA	NA	NA	NA	NA	NA	3.00755711961103	2.91875871270357	3.27378088492215	2.59983246700468	2.64516886576766	2.67801104725137
XM_013090857.1	0.464561572339131	NA	NA	XP_012946311.1	breast carcinoma-amplified sequence 3-like		Q9H6U6	BCAS3	Breast carcinoma-amplified sequence 3 (GAOB1)	2.63587083382518	2.66563419813382	2.66125901408178	2.40445572973936	2.39485235696073	2.34052713512678
XM_013090859.1	0.781377154746467	NA	NA	XP_012946313.1	vacuolar protein sorting-associated protein 13A-like	K19525	Q96RL7	VPS13A CHAC KIAA0986	Vacuolar protein sorting-associated protein 13A (Chorea-acanthocytosis protein) (Chorein)	3.04068127939943	3.09945567485534	2.95951822630615	2.81515232783874	2.81428833680278	2.60542224054492
XM_013090860.1	0.449914693927723	NA	NA	NA	NA	NA	NA	NA	NA	3.25171090275411	3.32577114232931	3.37576539469468	3.23100481539177	3.41073393282432	3.7568971127021
XM_005113074.2	0.142912605321257	NA	NA	XP_005113131.1	cationic amino acid transporter 3-like	K13866	A0A1W2PR06	SLC7A2	Cationic amino acid transporter 2 (Fragment)	5.15976027871474	5.05941556640548	5.03349601028027	4.503794257535	4.79915442893728	4.71992553818552
XR_221259.2	0.992302658112051	NA	NA	NA	NA	NA	NA	NA	NA	1.41085607272557	1.63355986318093	1.44296942632675	1.58310906865184	1.4131868594992	1.23286846074596
XM_005113079.2	0.681065575806137	NA	NA	NA	NA	NA	NA	NA	NA	6.48980177048246	6.43469556086999	6.37968135062355	6.3694467425916	6.12414017386319	6.03068264927647
XM_013090866.1	0.969929507583817	NA	NA	XP_012946320.1	uncharacterized protein LOC101846555	K14590	Q8IYT2	CMTR2 AFT FTSJD1	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (Cap methyltransferase 2) (Cap2 2'O-ribose methyltransferase 2) (HMTr2) (MTr2) (FtsJ methyltransferase domain-containing protein 1) (Protein adrift homolog)	2.43783655369176	2.40757908990449	2.69563354294282	2.53529620299294	2.54824280237216	2.42581562821175
XM_005113081.1	0.704173257706869	NA	NA	XP_005113138.1	surfeit locus protein 1-like	K14998	Q15526	SURF1 SURF-1	Surfeit locus protein 1	5.59155462599713	5.78310712686805	5.45925728139657	5.43802261940058	5.429876962371	5.41170343254531
XM_005113082.2	9.44962194798607e-06	B3	DOWN	XP_005113139.1	prefoldin subunit 6-like	K04798	O15212	PFDN6 HKE2 PFD6	Prefoldin subunit 6 (Protein Ke2)	6.49422703424807	6.66479013844719	6.60950511194422	6.17643345692368	5.9572999478586	5.86340830342692
XM_013090869.1	0.934888443706338	NA	NA	XP_012946323.1	uncharacterized protein LOC101848095		O15360	FANCA FAA FACA FANCH	Fanconi anemia group A protein (Protein FACA)	1.24090589616994	1.19417485360432	1.15650213234423	1.3698783747517	1.23631895016037	1.22164532129382
XM_013090870.1	0.980872242895996	NA	NA	XP_012946324.1	protein split ends-like		Q96T58	SPEN KIAA0929 MINT SHARP	Msx2-interacting protein (SMART/HDAC1-associated repressor protein) (SPEN homolog)	3.1344210645649	3.04452317778693	3.11847240150677	3.00224081591661	2.99844684173822	3.01270978708661
XM_013090871.1	0.744783941472388	NA	NA	XP_012946325.1	ATP-dependent RNA helicase A-like	K13184	Q08211	DHX9 DDX9 LKP NDH2	ATP-dependent RNA helicase A (EC 3.6.4.13) (DEAH box protein 9) (DExH-box helicase 9) (Leukophysin) (LKP) (Nuclear DNA helicase II) (NDH II) (RNA helicase A)	2.28012552815595	2.32973900473023	2.34960821128692	2.33649925984227	2.30331179850309	2.10139358170636
XM_013090873.1	0.39083240898037	NA	NA	XP_012946327.1	solute carrier family 52, riboflavin transporter, member 3-B-like	K14620	Q9NQ40	SLC52A3 C20orf54 RFT2 RFVT3	Solute carrier family 52, riboflavin transporter, member 3 (Riboflavin transporter 2) (hRFT2)	2.44263777060167	2.49698091406052	2.47251442699864	2.34309331529552	2.22880206751448	2.13309908388444
XM_013090874.1	0.91003496262585	NA	NA	XP_012946328.1	uncharacterized protein LOC101849270	K09239	P31629	HIVEP2	Transcription factor HIVEP2 (Human immunodeficiency virus type I enhancer-binding protein 2) (HIV-EP2) (MHC-binding protein 2) (MBP-2)	1.23108440723228	1.19565727188883	1.22177556454753	1.28166522091116	1.29661537899965	1.30163503399806
XM_013090881.1	0.0440784317111522	NA	NA	NA	NA	NA	NA	NA	NA	1.81791523560739	1.8826835817738	2.26478544291488	1.67382010484903	1.59801969917087	1.29830526228389
