oyster genome,poly(I:C) priming,Priming poly(I:C)/T0,,,,,,Challenge Poly(I:C)+OsHV-1/10DPP,,,,FSW control,Priming FSW/T0,,,,,,Challenge FSW+OsHV-1/10DPP,,,,annotation and putative function,,,Gene ontology
CGI_10023519,sustained,0.399985038,30.91400732,0,23.59966584,0.67385843,38.14139173,0,34.53444453,0,37.45270833,sustained,0.434967965,31.25270003,0.514937225,32.63139515,0.529729659,35.71062119,0,31.14769247,-0.398173756,25.24152958,Gamma-tubulin complex component 3,other,other,C:gamma-tubulin small complex; C:equatorial microtubule organizing center; F:structural constituent of cytoskeleton; F:gamma-tubulin binding; P:positive regulation of microtubule nucleation; P:meiotic nuclear division; C:microtubule; C:centrosome; F:microtubule minus-end binding; P:centrosome duplication; C:spindle pole body; P:cytoplasmic microtubule organization; P:interphase microtubule nucleation by interphase microtubule organizing center; P:mitotic spindle assembly
CGI_10022401,sustained,0,40.58811314,0,37.13717701,-0.316425233,38.13985659,0,30.52262361,0,41.75035041,sustained,0,39.39692074,-0.562265186,30.27905711,-0.426621014,36.47923881,0,36.5174248,0,34.74244807,Disintegrin and metallo ase domain-containing 15,V/B,other,F:zinc ion binding; P:integrin-mediated signaling pathway; P:proteolysis; C:integral component of membrane; F:metalloendopeptidase activity
CGI_10006829,sustained,0,17.16393445,1.010855281,23.57221282,1.574119657,38.13892604,0,37.79363222,0,31.63786156,challenge specific,0,7.934043916,0,9.496286957,0,21.03630716,0,26.20679113,0.855540393,37.52645831,complement C1q 3,V/B,signaling,F:nucleotide binding; C:collagen trimer; P:single-organism cellular process
CGI_10019154,sustained,1.314471697,8.605089666,2.432208881,15.88872373,3.593207079,38.13069657,0,23.86321406,0,27.83962169,challenge specific,0,3.118349006,0,2.70374675,0,4.353331543,1.017047055,9.001719177,2.162937928,20.02840711,sacsin isoform X1 [Corvus cornix cornix],virus,IFN-like pathway and RLR recognition,0
CGI_10022637,sustained,0,21.48894509,0,20.57500038,0.721798246,38.0907149,0,37.98354439,0,32.59387525,sustained,0,25.09943569,0,24.03192159,1.297213879,59.18052677,-0.472725983,40.1383858,-0.603618081,36.17492381,[Nematostella vectensis],other,signaling,F:phosphoprotein phosphatase activity; P:metabolic process; P:protein dephosphorylation; F:hydrolase activity
CGI_10023863,sustained,-0.355480983,36.16348807,-0.836217037,34.30060252,-0.855485,37.89538086,0,31.22787523,0,48.78932396,recall,-0.367556183,50.85366129,0,55.7146826,0,59.45876446,-0.594378499,36.80082019,-1.170385781,23.9604512,calpain-5 [Tauraco erythrolophus],virus,apoptosis,P:regulation of cytoskeleton organization; P:proteolysis; F:calcium-dependent cysteine-type endopeptidase activity; C:intracellular
CGI_10014005,sustained,0.841703889,32.51952182,-0.477171018,33.8628703,-0.478932643,37.77027541,0,46.76242951,0,35.26809793,recall opposite,-0.733096374,29.43332597,-0.809016506,27.85398211,-0.955040637,27.64710501,0.494518578,38.17646002,1.592934575,80.80172447,Dual specificity phosphatase 4,virus,JAK/STAT,P:inactivation of MAPK activity; F:protein tyrosine phosphatase activity; P:peptidyl-tyrosine dephosphorylation; F:MAP kinase tyrosine/serine/threonine phosphatase activity
CGI_10010381,sustained,-1.030157358,25.41326529,-0.861260053,26.47753231,-0.537594628,37.53701952,0,44.85630477,0,37.37369852,sustained,-0.922990028,26.89225743,-0.978114818,25.64990374,-1.301540733,22.34260017,0.531925942,31.47944271,0.798255697,37.00484392,probable serine threonine- kinase pats1,other,other,P:signal transduction
CGI_10024076,sustained,0.812373715,44.04308557,1.021509327,46.04073113,0.595378771,37.4772259,0,34.92025861,0,36.5643183,sustained,0.416678329,32.23296383,0,28.92895446,0.425301567,34.36905795,0,32.42152737,0.457837746,44.69003146,double-stranded RNA-specific editase 1 isoform X2 [Nasonia vitripennis],virus,IFN-like pathway and RLR recognition,"P:RNA processing; F:adenosine deaminase activity; C:nucleolus; P:protein phosphorylation; F:poly(A) RNA binding; C:nucleoplasm; F:DNA binding; C:nucleus; F:RNA binding; C:intracellular ribonucleoprotein complex; P:negative regulation of transcription, DNA-templated; C:cytoplasm; P:positive regulation of transcription, DNA-templated; F:double-stranded RNA binding; C:mitochondrion; C:membrane; P:negative regulation of translation; P:negative regulation of viral genome replication"
CGI_10008507,sustained,0.600454342,33.86947072,0.930758506,39.18035206,0.725298131,37.44518322,0,35.28142574,0,35.51703508,challenge specific,0,25.72024554,0,24.90240266,0,26.63137124,0.347882515,32.79838673,0.724955284,41.47563745,glutathione synthetase-like,V/B,other,F:magnesium ion binding; F:ATP binding; F:protein homodimerization activity; F:glutathione binding; P:glutathione biosynthetic process; F:glutathione synthase activity
CGI_10007039,sustained,0.458320173,32.42080557,0.552535656,31.85036988,0.630023398,37.17097872,0,38.48281013,0,33.09683761,priming specific,0.591001978,35.19064488,0.523368099,33.0530864,0,28.12212231,0,28.60455772,0,32.03163052,proteasome subunit alpha type-6,V/B,other,"P:Fc-epsilon receptor signaling pathway; C:cytoplasmic mRNA processing body; P:regulation of mRNA stability; P:positive regulation of NF-kappaB transcription factor activity; P:regulation of cellular amino acid metabolic process; C:nucleoplasm; P:stimulatory C-type lectin receptor signaling pathway; C:polysome; P:MAPK cascade; P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent; C:extracellular exosome; F:RNA binding; F:purine ribonucleoside triphosphate binding; C:cytosol; P:Wnt signaling pathway, planar cell polarity pathway; P:T cell receptor signaling pathway; P:protein polyubiquitination; P:positive regulation of canonical Wnt signaling pathway; P:NIK/NF-kappaB signaling; F:threonine-type endopeptidase activity; F:NF-kappaB binding; P:negative regulation of canonical Wnt signaling pathway; P:tumor necrosis factor-mediated signaling pathway; C:proteasome core complex, alpha-subunit complex; P:anaphase-promoting complex-dependent catabolic process; C:nuclear matrix; P:regulation of inflammatory response; P:mitotic anaphase; P:positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition; C:sarcomere; P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle"
CGI_10018627,sustained,0,33.21473958,0.691618323,41.37913189,0.375441166,36.76772917,0,33.97632855,0,39.23788265,sustained,0.616678617,42.30874583,0.508709885,38.57290597,0.687832438,47.39433777,0,41.89927246,0,41.19695017,aquaporin-8-like isoform X1,other,other,C:integral component of membrane; P:transport; P:single-organism process; F:transporter activity
CGI_10019441,sustained,0,99.46974891,0,73.21141085,-1.467743162,36.76661088,0,51.25650822,0,50.77888127,sustained,0,87.47612279,0,83.29371424,-2.378559565,18.56746959,1.284481009,51.62846428,1.577423754,56.55176103,sodium-dependent phosphate transport 2A,other,other,F:sodium-dependent phosphate transmembrane transporter activity; F:inorganic phosphate transmembrane transporter activity; F:sodium:phosphate symporter activity; C:brush border; C:cytoplasm; P:sodium-dependent phosphate transport; C:integral component of membrane; C:vesicle; P:response to metal ion; P:sodium ion transmembrane transport; C:apical plasma membrane; P:phosphate ion transmembrane transport; P:cellular phosphate ion homeostasis
CGI_10020485,sustained,0,17.3895452,0,12.84011065,1.213332131,36.66248789,0,24.22580608,-0.401134726,27.50667614,recall opposite,0,17.06447647,0,17.21133254,0.618223825,25.0691469,-0.505698895,16.64140395,-0.629763289,15.01551146,citron Rho-interacting kinase-like,other,other,F:ATP binding; F:scaffold protein binding; C:cytoplasm; F:metal ion binding; P:multicellular organism development; C:membrane; F:PDZ domain binding; P:cytokinesis; F:protein serine/threonine kinase activity; P:protein phosphorylation; P:positive regulation of cytokinesis; P:intracellular signal transduction
CGI_10009089,sustained,3.28812515,71.07374935,-0.894589496,44.8145712,-1.351005511,36.47435884,0,37.1060017,0,37.74678663,sustained,0,74.69789929,-0.417653667,66.01605482,-0.760411693,56.6315256,0,48.32029859,-0.457250586,38.38127601,ammonium transporter 1,other,other,F:ammonium transmembrane transporter activity; C:integral component of plasma membrane; P:organic cation transport; P:ammonium transmembrane transport; P:nitrogen utilization
CGI_10007172,sustained,0.551184566,20.14256813,1.557365815,37.86565719,1.38459855,36.46109735,-0.67897814,21.23468173,-0.666389653,22.01773842,sustained,0,14.70219196,0.580370897,20.03576056,1.095182429,31.22621295,-0.794372496,16.52799444,-0.526859644,20.00322962,neurogenic locus notch homolog 1,V/B,other,P:regulation of cellular process; P:neurogenesis; P:animal organ development
CGI_10011143,sustained,0,14.79967515,0,9.558783874,1.514347438,36.18079632,-0.442064508,25.2355548,-0.391369215,27.22016475,sustained,0,12.13999191,0,14.40126867,0.88994773,24.27887832,-0.677520516,14.24187275,-0.633965562,14.50934419,Kinesin KIF23,other,other,F:ATP binding; F:microtubule motor activity; P:plus-end-directed vesicle transport along microtubule; P:actomyosin contractile ring assembly; P:metabolic process; C:microtubule; F:microtubule binding
CGI_10018936,sustained,0.538371322,30.5236663,0.463141798,26.21230616,0.777065011,36.13782582,0,28.47343224,0,27.63340108,priming specific,0.585793407,31.01646178,0.783172369,35.33277441,0,26.42314215,0,23.34569148,0,19.81841858,queuine tRNA-ribosyltransferase-like,other,other,P:queuosine biosynthetic process; C:cytoplasm; P:tRNA modification; F:queuine tRNA-ribosyltransferase activity
CGI_10007621,sustained,1.804656939,79.28502323,-0.794707878,60.32380883,-1.692819422,36.12695378,0,32.87224553,0,37.21281221,sustained,-0.746908342,66.32745438,-0.749659489,65.63763873,-1.236692216,50.93983862,-0.401305709,36.28006479,-0.668854106,29.69752856,xylose isomerase-like,other,other,C:cytoplasm; F:xylose isomerase activity; F:metal ion binding; P:pentose-phosphate shunt; C:integral component of membrane; P:D-xylose metabolic process
CGI_10003591,sustained,0,27.10723471,0,23.33659497,0.497525133,35.9313416,0,21.9140576,0,32.1607582,not regulated,0,26.30217392,0,23.385839,0,25.7580989,0,26.29069062,0,22.97760099,probable E3 ubiquitin- ligase HERC1,virus,other,P:metabolic process; F:ligase activity
CGI_10020002,sustained,0,25.45638082,0,24.81928216,0.592118467,35.92449341,0,25.85100412,0,28.97325283,not regulated,0,20.87038552,0,21.12748647,0,25.59294993,0,28.37283016,0,28.73400478,multiple epidermal growth factor-like domains partial,virus,apoptosis,P:lipid metabolic process
CGI_10005156,sustained,0,37.83743332,0,36.65085179,-0.340406001,35.8862629,0,25.76622289,0,33.0736924,sustained,0,37.3042903,-0.588983652,28.44110775,-0.725442065,28.28299157,0,28.1016985,0,35.66373833,multidrug resistance-associated 5 isoform X2 [Cercocebus atys],other,other,C:integral component of plasma membrane; F:ATP binding; P:anion transmembrane transport; P:hyaluronan biosynthetic process; F:organic anion transmembrane transporter activity; F:anion transmembrane-transporting ATPase activity
CGI_10005535,sustained,0,23.1500841,0,25.47455356,0.785028229,35.73028344,0,43.57738888,0.444885464,51.02114005,not regulated,0,26.16437871,0,26.95070531,0,25.70234945,0,32.81844547,0,31.27779522,cytochrome P450 2C31-like isoform X1 [Crassostrea gigas],V/B,other,"F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; C:integral component of membrane; P:oxidation-reduction process; F:monooxygenase activity; F:heme binding"
CGI_10015872,sustained,0,22.58024027,0,21.90815192,0.793558389,34.91405007,-0.41518426,24.73116596,0,26.66125219,sustained,0,21.54044952,0,23.07175191,1.132656056,45.81058018,-0.525336331,30.12496181,-0.866707319,23.27049225,Organic cation transporter,other,other,"P:transmembrane transport; F:transmembrane transporter activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; P:apoptotic process; C:integral component of membrane; P:oxidation-reduction process; F:heme binding"
CGI_10012780,sustained,1.239287183,36.22880816,0.907390863,29.73061774,1.22194855,34.61702436,0,22.82519355,0,29.54248676,recall,0.555495997,21.42469315,0.564653635,21.03606192,0,19.61483224,0.639282152,30.65989586,0.699768555,30.43076256,Tripartite motif-containing 45,virus,IFN-like pathway and RLR recognition,F:ATP binding; F:zinc ion binding; F:oxidoreductase activity; P:oxidation-reduction process; C:intracellular
CGI_10016349,sustained,0.93257175,16.03478263,0.977213597,14.69732339,2.052251106,33.97071479,0,30.0291064,0,34.96330076,sustained,0,11.67389879,1.2554066,20.35298993,0.683632458,13.47433477,1.226525991,34.48996688,1.198306203,30.35667314,Complement C1q 2,V/B,signaling,C:collagen trimer
CGI_10004160,sustained,0,13.32554899,1.10826827,18.23944278,1.875644279,33.86996398,0,33.83623578,0,31.04500146,challenge specific,0,9.047900917,0,10.0979968,0,11.27902817,0,17.66469357,1.100865588,23.70957209,interferon-induced 44-like,virus,IFN-like pathway and RLR recognition,F:GTP binding
CGI_10006662,sustained,0,16.483264,0,9.807898421,1.202897206,33.60968499,0,26.77474484,0,24.39220156,sustained,0,15.38072228,0,18.02932185,0.621431014,22.98088151,0,16.59257777,0,15.51042054,Laminin subunit alpha-2,other,other,F:ATP binding; F:kinetochore binding; F:microtubule motor activity; P:metabolic process; P:microtubule-based movement; P:mitotic metaphase plate congression; C:microtubule; F:microtubule binding; P:attachment of mitotic spindle microtubules to kinetochore
CGI_10005590,sustained,0,19.24558657,0,21.87575543,0.666340628,33.53589074,0,32.50075936,0,36.69405675,recall opposite,-0.594709839,13.18328266,-0.719522412,11.93516632,0,20.64889272,0.63509716,31.01530085,0.812744709,34.28066804,"steroid 17-alpha-hydroxylase 17,20 lyase-like [Crassostrea gigas]",other,other,"F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; P:proteolysis; P:apoptotic process; F:cysteine-type endopeptidase activity; F:lyase activity; P:oxidation-reduction process; F:monooxygenase activity; F:heme binding"
CGI_10018221,sustained,0,18.0295667,0,10.79518535,1.154201867,33.17390226,0,28.86373165,0,27.16461582,not regulated,0,15.3271357,0,17.93751574,0,21.44917038,0,16.46529668,0,17.0553064,MIS12 homolog,other,other,"C:nucleus; P:mitotic nuclear division; C:chromosome, centromeric region"
CGI_10012883,sustained,0.622730576,20.78952372,0,14.14740243,1.282039169,33.13584924,0,26.14989781,0,27.28873428,sustained,0,14.52846403,0.6307778,20.39577033,0.761029864,23.87229274,0,21.23837961,0,18.80649435,Chromatin assembly factor 1 subunit B,other,other,C:nucleus; F:protein binding; P:metabolic process; P:cellular response to stress; C:protein complex; P:single-organism cellular process; P:nucleosome assembly
CGI_10004534,sustained,0.565536333,36.34345869,0.887754246,41.87552367,0.409823485,33.11974836,0,29.09787191,0,26.73870283,challenge specific,0,29.23387123,0,31.11520945,0,23.92342288,0,26.78371399,0.545960803,33.13331619,rab 3,virus,other,F:GTP binding; P:small GTPase mediated signal transduction; P:protein transport; C:intracellular
CGI_10022430,sustained,0,73.14861541,0,58.11949297,-1.271701829,33.06452717,0,50.05107345,0,45.25916104,sustained,-0.46253854,55.15946695,0,76.88451852,-0.530787199,57.52201334,0,61.14618178,0,60.65362084,stathmin-3-like isoform X1 [Aplysia californica],V/B,Toll/NF-kB pathway,F:peroxidase activity; P:response to oxidative stress; F:calcium ion binding; C:integral component of membrane; P:cellular oxidant detoxification; P:regulation of microtubule polymerization or depolymerization; P:oxidation-reduction process; F:heme binding
CGI_10010764,sustained,0.387705481,31.56587136,0.869615038,40.55418894,0.421977468,32.8960756,0,33.10038315,0,30.01574688,recall,0,24.95091728,0.365393079,30.07740292,0,31.19100196,0,35.08365738,0.458595064,40.35962582,tilB-like isoform X1,other,other,P:macromolecule metabolic process; P:signal transduction; F:transferase activity; F:signal transducer activity
CGI_10006632,sustained,0,32.80159674,0,31.67780106,-0.656795774,32.66752716,0,29.18487889,0,38.02838242,recall,0,30.50308277,-0.681426034,28.23512645,0,60.90914593,-0.72207343,31.9468006,0,37.08618988,5-hydroxytryptamine receptor-like [Crassostrea gigas],other,other,F:G-protein coupled receptor activity; P:G-protein coupled receptor signaling pathway; C:integral component of membrane
CGI_10008974,sustained,0.303558543,30.25530515,0.255610621,26.94386337,0.377146672,32.64880331,0,27.08004519,0,29.27245598,sustained,0.296052981,29.65282161,0.41218668,31.82601579,0.926745913,49.60051261,-0.375974338,36.29634133,-0.463403315,33.5166068,phospholipid scramblase 2-like isoform X1 [Crassostrea gigas],other,other,P:cilium morphogenesis; C:cytoplasm; F:oxidoreductase activity; F:flavin adenine dinucleotide binding; C:membrane; P:phospholipid scrambling; P:cell redox homeostasis; P:oxidation-reduction process; F:phospholipid scramblase activity
CGI_10024000,sustained,0,35.79376354,-0.381599674,29.80500453,-0.413046921,32.58469685,0,26.02729012,0,30.33015698,recall,-0.268832342,34.39055263,0,34.89141524,0,42.56617044,-0.512610424,28.21095902,-0.742530326,23.57803733,atrial natriuretic peptide receptor 1-like isoform X1,other,other,F:ATP binding; P:cGMP biosynthetic process; C:integral component of membrane; F:guanylate cyclase activity; F:protein kinase activity; P:protein phosphorylation; C:intracellular; P:intracellular signal transduction
CGI_10010368,sustained,0,16.84222585,0,12.791681,0.994726215,32.52692619,0,24.0424308,0,24.6602772,sustained,0,14.3856517,0,16.27612805,0.420233138,22.45231393,0,16.41961599,0,15.93170208,Maternal embryonic leucine zipper kinase,V/B,other,F:ATP binding; P:regulation of cellular process; C:cell cortex; P:regulation of heart contraction; F:protein kinase activity; P:erythrocyte development; P:protein phosphorylation
CGI_10002589,sustained,0,12.33231223,1.049062517,18.46203919,1.700448574,31.97382863,0,33.48278135,-0.455983345,22.85739342,challenge specific,0,8.946905836,0,6.91419244,0,13.46157011,0,18.95365462,0.702134266,20.85267259,Cysteine dioxygenase type 1,virus,other,P:sulfur compound biosynthetic process; F:cysteine dioxygenase activity; F:iron ion binding; P:oxidation-reduction process; P:organonitrogen compound biosynthetic process; P:response to organonitrogen compound; P:response to oxygen-containing compound; P:L-cysteine catabolic process
CGI_10009660,sustained,1.544399358,36.50969338,-0.502395979,34.39706969,-0.770815954,31.91352163,-0.559028798,20.02402563,0,26.69253468,sustained,-0.360460817,40.5197756,-0.400159387,39.07147176,-0.352157673,44.05821993,-0.689516474,25.56899723,-1.081098011,19.10639562,glutamate [NMDA] receptor subunit 1-like isoform X1 [Biomphalaria glabrata],other,other,C:postsynaptic membrane; P:ion transmembrane transport; C:integral component of membrane; C:cell junction; P:ionotropic glutamate receptor signaling pathway; F:ionotropic glutamate receptor activity; F:extracellular-glutamate-gated ion channel activity
CGI_10006478,sustained,0,5.688301718,1.452835537,10.13019189,2.961260442,31.88691011,0,19.38787572,0,28.18607736,challenge specific,0,3.88161861,0,2.508170409,0,5.043268737,0,7.95218921,1.274928541,12.37523648,E3 ubiquitin- ligase RNF213-like,virus,IFN-like pathway and RLR recognition,F:ATPase activity; F:ubiquitin-protein transferase activity; P:protein ubiquitination
CGI_10024612,sustained,0,1.528776577,0,1.824009243,4.274664236,31.82084621,0,29.96151823,0,21.62125765,challenge specific,0,0.421524812,0,0.555041856,0,0.821827758,0,1.021269729,1.270171088,2.519763728,hypothetical protein CGI_10024612,V/B,signaling,P:signal transduction
CGI_10016751,sustained,0.972126692,21.85316484,1.20486674,22.80402827,1.556241924,31.72572982,0,28.37677727,0,22.51592297,priming specific,0,13.52384709,0.588633753,15.55984095,0,14.80264225,0,13.09637736,0,17.64985078,cell cycle checkpoint control RAD9A-like,virus,other,F:3'-5' exonuclease activity; P:DNA repair; P:nucleic acid phosphodiester bond hydrolysis; P:DNA replication checkpoint; P:cellular response to ionizing radiation; P:intra-S DNA damage checkpoint; C:checkpoint clamp complex
CGI_10011953,sustained,0,10.05655992,1.363320867,17.03174512,2.133717821,31.68025758,0,29.3148403,0,24.87113427,challenge specific,0,5.99710736,0,5.569864623,0,4.654335586,1.43432815,13.87040257,2.260454595,22.61230077,interferon-induced 44-like [Crassostrea gigas],virus,IFN-like pathway and RLR recognition,F:GTP binding
CGI_10015551,sustained,0.622191901,35.64161499,0.487945225,29.69329254,0.429278131,31.61852507,0.877913066,59.30044526,0.836604546,59.94358077,recall opposite,0.807925725,40.1817315,0.404055459,29.88129793,-0.540811191,16.44457791,1.599818859,50.25064861,1.71141455,51.73189276,glutamate receptor kainate 2-like,other,other,C:postsynaptic membrane; P:ion transmembrane transport; C:integral component of membrane; C:cell junction; P:ionotropic glutamate receptor signaling pathway; F:ionotropic glutamate receptor activity; F:extracellular-glutamate-gated ion channel activity
CGI_10019656,sustained,0,21.72503281,1.172218765,29.62906441,1.269409237,31.55209595,0,30.09586202,0,32.51889026,challenge specific,0,8.084319423,0,12.52003735,0,6.49225318,0,21.39513404,1.397893657,24.38134082,Tripartite motif-containing 45,virus,IFN-like pathway and RLR recognition,F:zinc ion binding; F:metal ion binding; C:intracellular
CGI_10011483,sustained,0,24.68191598,0.711856597,35.46032615,0.410179686,31.5219359,0,25.3465444,0,27.09856672,not regulated,0,21.90510829,0,23.42159071,0,31.64101647,0,25.94593333,0,26.79392753,stimulator of interferon 1,virus,IFN-like pathway and RLR recognition,P:activation of innate immune response; P:signal transduction; P:positive regulation of type I interferon production
CGI_10010018,sustained,0,12.809189,0.890996892,23.14086567,1.191613482,31.30557656,0.528724679,44.72423059,0,39.96056553,challenge specific,0,12.89067896,0,15.16881681,0,17.00083191,0.782004881,29.28967079,0.971961709,32.11892137,microfibril-associated glyco 4-like,V/B,signaling,0
CGI_10024688,sustained,0.481108927,25.4882393,0.90272487,31.60003236,0.738449745,31.10552541,0,29.16981186,0,24.53638652,sustained,0.315956315,22.33605032,0.383687649,23.17693937,0.412673774,25.60386481,0,27.6710575,0.474260028,33.4570545,Maleylacetoacetate isomerase,other,other,F:glutathione peroxidase activity; P:L-phenylalanine catabolic process; P:glutathione metabolic process; C:mitochondrion; P:cellular oxidant detoxification; F:glutathione transferase activity; F:maleylacetoacetate isomerase activity
CGI_10027765,sustained,0,30.61511899,0,30.81156419,-0.266854305,31.09572986,0,26.18756707,0,30.67636793,sustained,0,39.17101239,0,30.23103765,-0.414944361,28.86791413,0,31.85467028,0,28.35615239,circadian locomoter output cycles kaput-like isoform X2 [Lingula anatina],other,other,"C:nucleus; C:transcription factor complex; F:transcription factor activity, sequence-specific DNA binding; C:cytoplasm; P:transcription, DNA-templated; P:regulation of transcription, DNA-templated; F:protein dimerization activity"
CGI_10026964,sustained,0,16.90356459,0,12.38150399,0.999404964,31.02290337,0,20.63539663,0,23.872445,not regulated,0,16.90302363,0,17.30043297,0,19.74652446,0,15.36192596,0,15.78565117,ECT2 isoform X1,other,other,C:nucleus; P:regulation of Rho protein signal transduction; C:cytoplasm; P:cell morphogenesis; F:GTPase activator activity; P:cytokinesis; P:positive regulation of neuron differentiation; F:Rho guanyl-nucleotide exchange factor activity; P:intracellular signal transduction; P:positive regulation of GTPase activity
CGI_10026717,sustained,1.450341158,11.60016688,3.019279161,28.85410378,3.155198584,30.7599565,0,25.14407703,0,21.57864694,challenge specific,0,1.529440207,0,3.046629594,0,5.448052888,0,8.675912384,2.05136654,24.27650598,RNA-dependent RNA polymerase 1,other,other,"F:RNA-directed RNA polymerase activity; P:transcription, RNA-templated"
CGI_10014958,sustained,0,32.45313155,-0.313736254,28.13660474,-0.345226616,30.74088064,0,24.21249193,0,31.61728753,priming specific,-0.25756726,31.19370409,0,32.60936109,0,42.97788707,0,36.20975854,0,35.96443399,Thioredoxin domain-containing 3,virus,other,C:cell; P:UTP biosynthetic process; P:CTP biosynthetic process; P:GTP biosynthetic process; P:nucleoside diphosphate phosphorylation; P:cell adhesion; P:cell redox homeostasis; F:nucleoside diphosphate kinase activity; F:carbohydrate binding
CGI_10003351,sustained,0.981099983,17.38937868,1.395705937,20.56832311,1.899813788,30.57916532,0,17.70434915,0,21.58749091,sustained,0,8.931552282,0,9.369382647,1.371200284,23.29579902,0,19.4245016,0,21.01568772,Caspase-10,virus,apoptosis,"F:DNA-directed RNA polymerase activity; P:transcription, DNA-templated; P:proteolysis; P:apoptotic process; F:cysteine-type endopeptidase activity; F:protein dimerization activity"
CGI_10006719,sustained,0,27.46489699,0.602792744,29.36791357,0.517220422,30.49069312,0,28.44828507,0,27.72776178,challenge specific,0,21.65880434,0,20.8872628,0,19.88388731,0.631322653,30.63508708,1.067154102,40.85692932,Serine threonine- kinase atg1,virus,autophagy,F:ATP binding; C:integral component of membrane; F:protein kinase activity; P:protein phosphorylation
CGI_10028830,sustained,0,13.20180541,0,10.38898723,1.4404762,30.43173181,-0.750550952,16.75723381,-0.439426226,21.95321992,sustained,0,11.79313982,0.4234386,14.2879686,0.778725952,19.84324857,-0.480461689,13.36177569,-0.568643504,12.37733778,Fanconi anemia group I,other,other,P:DNA repair; F:catalytic activity; P:DNA replication; C:mitochondrion
CGI_10024932,sustained,0,7.882280244,0,5.499459275,1.336538521,30.39586861,0,25.08569779,0,28.19112596,not regulated,0,7.999525915,0,7.435345292,0,13.97720729,0,12.43975257,0,7.840998598,C-type lectin domain family 4 member F,bacteria,signaling,F:carbohydrate binding
CGI_10004459,sustained,0.413136206,24.80154152,0.593043442,25.92596027,0.673209526,30.36843006,0,27.31524494,0,31.68780183,sustained,0,19.21442739,0,17.53668385,0.57791656,29.42172862,0,31.83687029,0.459828334,38.29958855,caspase-7 isoform X2,virus,apoptosis,P:proteolysis; P:apoptotic process; F:cysteine-type endopeptidase activity
CGI_10021989,sustained,0.602471582,25.50470073,0.632103508,23.90774669,0.834386462,30.34751893,0,25.59785281,0,24.12718598,priming specific,0.581035902,24.87237076,0.942398071,31.70908056,0,22.71316195,0,22.85297733,0,22.12518336,Proteasome subunit alpha type- partial,other,other,"P:Fc-epsilon receptor signaling pathway; C:cytoplasmic mRNA processing body; P:regulation of mRNA stability; P:positive regulation of NF-kappaB transcription factor activity; P:regulation of cellular amino acid metabolic process; C:nucleoplasm; P:stimulatory C-type lectin receptor signaling pathway; C:polysome; P:MAPK cascade; P:antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent; C:extracellular exosome; F:RNA binding; F:purine ribonucleoside triphosphate binding; C:cytosol; P:Wnt signaling pathway, planar cell polarity pathway; P:T cell receptor signaling pathway; P:protein polyubiquitination; P:positive regulation of canonical Wnt signaling pathway; P:NIK/NF-kappaB signaling; F:threonine-type endopeptidase activity; F:NF-kappaB binding; P:negative regulation of canonical Wnt signaling pathway; P:tumor necrosis factor-mediated signaling pathway; C:integral component of membrane; C:proteasome core complex, alpha-subunit complex; P:anaphase-promoting complex-dependent catabolic process; C:nuclear matrix; P:regulation of inflammatory response; P:mitotic anaphase; P:positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition; C:sarcomere; P:negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle"
CGI_10022878,sustained,0,1.495451129,0,2.702559392,3.701437225,30.0855501,0,26.38073364,0,32.47593778,recall opposite,0,1.854835771,-0.748856265,1.020242447,0,1.849540192,0,2.366252529,1.367595906,4.902312696,UV excision repair RAD23 homolog B,virus,other,"P:nucleotide-excision repair, DNA duplex unwinding; F:polyubiquitin binding; P:nucleotide-excision repair, DNA damage recognition; P:spermatogenesis; P:nucleotide-excision repair, preincision complex assembly; C:proteasome complex; P:embryonic organ development; F:damaged DNA binding; C:nucleoplasm; F:single-stranded DNA binding; P:proteasome-mediated ubiquitin-dependent protein catabolic process; C:cytoplasm; C:XPC complex; P:global genome nucleotide-excision repair; P:regulation of proteasomal ubiquitin-dependent protein catabolic process"
CGI_10017660,sustained,0.352945615,18.01648665,0.365290565,16.70035139,1.049518918,29.9560457,0,24.80960053,0,26.22610951,sustained,0.490137827,19.57913948,0.387877148,17.96773946,0.566263495,22.07734812,0,20.59753257,0,17.81968163,Kinesin KIF15,other,other,"F:ATP binding; C:centrosome; P:centrosome separation; P:metabolic process; C:spindle pole; C:cytosol; F:ATP-dependent microtubule motor activity, plus-end-directed; P:microtubule-based movement; C:microtubule; F:microtubule binding; P:mitotic spindle assembly"
